PharmGKB Accession Id	Name	Generic Names	Trade Names	RxNorm Identifiers
PA10819	gamma hydroxybutyric acid	4-Hydroxy-butanoic acid, 4-Hydroxybutyric acid, 4-hydroxybutanoate, 4-hydroxybutanoic acid, GHB, Juice, Liquid Ecstasy, Sodium oxybate, gamma-Hydroxybutyric acid	Xyrem	
PA166328062	gamma schizandrin	(+)-schisandrin B, Deoxygomisin A, WUWEIZISU B, gomisin n		
PA166354221	ganaplacide	"""2-Amino-1-[2-(4-fluorophenyl)-3-[(4-fluorophenyl)amino]-5,6-dihydro-8,8-dimethylimidazo[1,2-a]pyrazin-7(8H)-yl]ethanone"", ""2-amino-1-[3-(4-fluoroanilino)-2-(4-fluorophenyl)-8,8-dimethyl-5,6-dihydroimidazo[1,2-a]pyrazin-7-yl]ethanone"""		
PA166278301	ganaxolone			
PA449733	ganciclovir	GA2, Ganciclovir Sodium, ganciclovir	Cytovene, Cytovene IV, Cytovene-IV, Vitrasert	4678
PA164712765	Gangliosides and ganglioside derivatives			
PA449738	gatifloxacin	gatifloxacin	Tequin, Zymar	228476
PA166415181	gedatolisib	1-[4-[4-(dimethylamino)piperidine-1-carbonyl]phenyl]-3-[4-(4,6-dimorpholin-4-yl-1,3,5-triazin-2-yl)phenyl]urea		
PA166336741	gefapixant	5-(2,4-diaminopyrimidin-5-yl)oxy-2-methoxy-4-propan-2-ylbenzenesulfonamide		
PA131301952	gefitinib	ZD-1839, ZD1839	Iressa, Irressat	328134
PA152031327	geldanamycin			
PA449748	gemcitabine		DDFC, DFDC, GEO, Gemcin, Gemcitabina [INN-Spanish], Gemcitabine HCl, Gemcitabine hydrochloride, Gemcitabinum [INN-Latin], Gemtro, Gemzar	12574
PA166122506	gemcitabine triphosphate ditriethylamine			
PA449750	gemfibrozil		Apo-Gemfibrozil, Bolutol, Cholespid, Decrelip, Fibratol, Fibrocit, Gemfibril, Gemfibromax, Gemlipid, Gen-Fibro, Genlip, Gevilon, Hipolixan, Jezil, Lipozid, Lipur, Lopid, Novo-Gemfibrozil, Nu-Gemfibrozil	4719
PA10088	gemifloxacin	Gemifloxacin mesilate, gemifloxacin mesylate	Factive	138099
PA166368181	gemigliptin	1-[(2S)-2-amino-4-[2,4-bis(trifluoromethyl)-6,8-dihydro-5H-pyrido[3,4-d]pyrimidin-7-yl]-4-oxobutyl]-5,5-difluoropiperidin-2-one		
PA164749431	gemtuzumab ozogamicin	Mylotarg, anti-CD33, gemtuzumab ozogamicin	Mylotarg	1294580
PA164712766	General Nutrients			
PA165109660	genistein	4',5,7-Trihydroxyisoflavone	Differenol A, Genisteol, Genisterin, Prunetol, Sophoricol	25696
PA164712767	Genito Urinary System And Sex Hormones			
PA449753	gentamicin		Alcomicin, Apogen, Bristagen, G-Mycin, G-Myticin, Garamycin, Garamycin Otic Solution, Genoptic Liquifilm, Genoptic S.O.P., Gentacidin, Gentafair, Gentak, Gentamar, Gentamcin Sulfate, Jenamicin, Ocu-Mycin, Spectro-Genta, U-gencin	1596450
PA449755	gentian violet	Crystal Violet	Adergon, Aizen Crystal Violet, Aizen Crystal Violet Extra Pure, Aniline Violet, Aniline Violet pyoktanine, Atmonil, Avermin, Axuris, Badil, Basic Violet 3, Basic Violet BN, Basic Violet-3, Bismuth Violet, Brilliant Violet 5B, C.I. Basic Violet 3, Calcozine Violet 6BN, Calcozine Violet C, Crystal Violet 10B, Crystal Violet 5BO, Crystal Violet 6B, Crystal Violet 6BO, Crystal Violet AO, Crystal Violet AON, Crystal Violet BP, Crystal Violet BPC, Crystal Violet Extra Pure, Crystal Violet Extra Pure APN, Crystal Violet Extra Pure APNX, Crystal Violet FN, Crystal Violet HL2, Crystal Violet O, Crystal Violet Pure DSC, Crystal Violet Pure DSC Brilliant, Crystal Violet SS, Crystal Violet Technical, Crystal Violet USP, Crystal Violet base, Crystal Violet chloride, Crystal Violet chloride salt, GV-Eleven, Genapax, Gentersal, Gentiaverm, Genticid, Gentioletten, Gvs, Hecto Violet R, Hectograph Violet SR, Hexamethyl Violet, Hexamethylpararosaniline chloride, Hidaco Brilliant Crystal Violet, Hidaco crystal Violet, Meroxyl-Wander, Meroxylan-Wander, Methyl Violet 10B, Methyl Violet 10BD, Methyl Violet 10BK, Methyl Violet 10BN, Methyl Violet 10BNS, Methyl Violet 10BO, Methyl Violet 5BNO, Methyl Violet 5BO, Methyl Violet 6B, Methyl violet, Methylrosaniline chloride, Mitsui Crystal Violet, Oxiuran, Oxycolor, Oxyozyl, Paper Blue R, Plastoresin Violet 5BO, Pyoktanin, Vermicid, Vianin, Viocid, Violet 5BO, Violet 6BN, Violet CP, Violet XXIII, crystal violet for microscopy, gentian violet gr, gention violet alchoholic staining solution, methylrosanilinium chloride	4778
PA165958397	gestodene	gestoden, gestodeno [inn-spanish], gestodenum [inn-latin]		25734
PA166182767	gilteritinib			
PA166190061	gimeracil	"""5-chloro-2,4-dihydroxypyridine"", ""5-chloro-4-hydroxy-1H-pyridin-2-one"""		
PA449758	ginkgo biloba	adiantifolia, bai guo ye, baiguo, fossil tree, ginkgo folium, herba ginkgo biloba, japanese silver apricot, kew tree, maidenhair tree, pei go su ye, salisburia adiantifolia, yen xing, yinhsing		
PA166118565	ginkgo biloba extract			236809
PA164781150	ginseng			
PA166190681	givosiran			
PA166327122	glasdegib	"""1-[(2R,4R)-2-(1H-benzimidazol-2-yl)-1-methylpiperidin-4-yl]-3-(4-cyanophenyl)urea"", ""Daurismo"""		2105845, 2105851
PA449760	glatiramer acetate	COP-1, Copolymer-1, Copoylmer 1, glatiramer acetate	Copaxone	84375
PA166337141	glecaprevir	(1R,14E,18R,22R,26S,29S)-26-tert-butyl-N-[(1R,2R)-2-(difluoromethyl)-1-[(1-methylcyclopropyl)sulfonylcarbamoyl]cyclopropyl]-13,13-difluoro-24,27-dioxo-2,17,23-trioxa-4,11,25,28-tetrazapentacyclo[26.2.1.03,12.05,10.018,22]hentriaconta-3,5,7,9,11,14-hexaene-29-carboxamide		
PA166337121	glecaprevir / pibrentasvir	"""(1R,14E,18R,22R,26S,29S)-26-tert-butyl-N-[(1R,2R)-2-(difluoromethyl)-1-[(1-methylcyclopropyl)sulfonylcarbamoyl]cyclopropyl]-13,13-difluoro-24,27-dioxo-2,17,23-trioxa-4,11,25,28-tetrazapentacyclo[26.2.1.03,12.05,10.018,22]hentriaconta-3,5,7,9,11,14-hexaene-29-carboxamide;methyl N-[(2S,3R)-1-[(2S)-2-[6-[(2R,5R)-1-[3,5-difluoro-4-[4-(4-fluorophenyl)piperidin-1-yl]phenyl]-5-[6-fluoro-2-[(2S)-1-[(2S,3R)-3-methoxy-2-(methoxycarbonylamino)butanoyl]pyrrolidin-2-yl]-3H-benzimidazol-5-yl]pyrrolidin-2-yl]-5-fluoro-1H-benzimidazol-2-yl]pyrrolidin-1-yl]-3-methoxy-1-oxobutan-2-yl]carbamate"", ""Mavyret"", ""glecaprevir & pibrentasvir"""		1940702, 1940704
PA10892	gliclazide	1-(3-Azabicyclo(3.3.0)oct-3-yl)-3-(p-tolylsulfonyl)urea, 1-(Hexahydrocyclopenta(c)pyrrol-2(1H)-yl)-3-(p-tolylsulfonyl)urea, Gliclazida [INN-Spanish], Gliclazidum [INN-Latin], N-(4-Methylbenzenesulfonyl)-N'-(3-azabicyclo(3.3.0)oct-3-yl)urea	Diamicron, Diamicron MR, Glimicron, Mylan-Gliclazide, Nordialex, PMS-Gliclazide	4816
PA449761	glimepiride	Glimepirid, Glimepirida, Glimepiridum, Glimepride	Amarel, Amaryl, Avaglim, Endial, Novo-glimepiride, PMS-glimepiride, Ratio-glimepiride, Sandoz glimepiride	25789
PA449762	glipizide	Glipizida [INN-Spanish], Glipizidum [INN-Latin], Glydiazinamide	Aldiab, Digrin, Dipazide, Glibenese, Glibetin, Glican, Glide, Glidiab, Glipid, Glipizide Extended-Release Tablets, Gluco-Rite, Glucolip, Glucotrol, Glucotrol XL, Glucozide, Glupitel, Glupizide, Glyde, Melizide, Metaglip, Mindiab, Minidab, Minidiab, Minodiab, Napizide, Ozidia, Sucrazide	4821
PA164744895	gliquidone		Glurenorm	25793
PA164743233	glisoxepide			
PA166350081	GLP-1 receptor agonists	GLP agonists, GLP analogues, GLP-1 RA, GLP-1 agonists, GLP-1 analogues, GLP-1 receptor agonists, GLP1 RA, GLP1 receptor agonists, Glucagon-Like Peptide-1 Receptor Agonist, Glucagon-like peptide-1 (GLP-1) receptor agonists		
PA164779052	glucagon recombinant		GlucaGen, Glucagon	
PA165949771	glucarpidase			1242127, 1242132
PA452347	glucocorticoids			
PA449770	gluconic acid			
PA164747613	glucosamine			4845
PA449773	glucose			4850
PA164749505	glutethimide	Glutathimid, Glutethimid, Glutetimid, Glutetimide, Gluthetimide	Alfimid, Doriden, Elrodorm, Gimid, Glimid, Noxiron, Noxyron, Ondasil, Rigenox, Sarodormin	4903
PA449782	glyburide	Apo-Glibenclamide, Glibenclamida [INN-Spanish], Glibenclamidum [INN-Latin], Glyburide, glibenclamide	Abbenclamide, Adiab, Azuglucon, Bastiverit, Benclamin, Betanase, Betanese 5, Calabren, Cytagon, Daonil, Debtan, Dia-basan, Diabeta, Diabiphage, Dibelet, Duraglucon, Euclamin, Euglucan, Euglucon, Euglucon 5, Euglykon, GBN 5, Gen-Glybe, Gewaglucon, Gilemal, Glamide, Glibadone, Gliban, Gliben, Gliben-Puren N, Glibenbeta, Glibenclamid AL, Glibenclamid Basics, Glibenclamid Fabra, Glibenclamid Genericon, Glibenclamid Heumann, Glibenclamid Riker M., Glibenclamid-Cophar, Glibenclamid-Ratiopharm, Glibenil, Glibens, Glibesyn, Glibet, Glibetic, Glibil, Gliboral, Glicem, Glidiabet, Glimel, Glimide, Glimidstata, Glisulin, Glitisol, Glubate, Gluben, Gluco-Tablimen, Glucobene, Glucohexal, Glucolon, Glucomid, Glucoremed, Glucoven, Glyben, Glybenclamide, Glybenzcyclamide, Glycolande, Glycomin, Glynase, Hexaglucon, Humedia, Lederglib, Libanil, Lisaglucon, Malix, Maninil, Med-Glionil, Melix, Micronase, Miglucan, Nadib, Neogluconin, Norglicem 5, Normoglucon, Novo-Glyburide, Orabetic, Pira, Praeciglucon, PresTab, Prodiabet, Renabetic, Semi-Daonil, Sugril, Suraben, Tiabet, Yuglucon	4815
PA166268801	glycerol phenylbutyrate	"""1,3-bis[(4-phenylbutanoyl)oxy]propan-2-yl 4-phenylbutanoate"", ""2,3-bis(4-phenylbutanoyloxy)propyl 4-phenylbutanoate"""	Ravicti	
PA449789	glycine	2-Aminoacetic acid, Aminoacetic acid, Aminoethanoic acid, Gly	Aciport, Glicoamin, Glycocoll, Glycolixir, Glycosthene, Gyn-Hydralin, Padil	4919
PA164748839	glycodiazine	Glidiazine, Glymidine		
PA164712768	Glycogenolytic Hormones	Glycogenolytic hormones		
PA164712770	Glycopeptide antibacterials			
PA164754882	glycopyrrolate	Glycopyrronium bromide, glycopyrrolate	Asecryl, Gastrodyn, Nodapton, Robanul, Robinal, Robinul, Tarodyl, Tarodyn	4955
PA449798	gold preparations			
PA166316702	golimumab	Simponi		819300, 848161
PA166190721	golodirsen		VYONDYS 53	2267207
PA449801	gonadorelin		Dirigestran, Dirigestran Spofa, Factrel, Fertagyl, Gonadorelina [INN-Spanish], Gonadorelinum [INN-Latin], Gonadotropin releasing hormone, Gonadotropin-releasing factor, Gonadotropin-releasing hormone, Human LH-RH, Hypocrine, Luforan, Lutal, Lutamin, Lutrefact, Lutrepulse, Lutrepulse KIT, Mammalian GnRH, Mammalian LH-RH, Ovine LH-RH, Porchine LH-RH, Porcine LH-releasing factor, Relefact, Relisorm, Relisorm L, Synthetic Gn-RH, Synthetic LH-FSH releasing hormone, Synthetic LH-RF, Synthetic LH-RH, Synthetic LH-releasing factor, Synthetic LH-releasing hormone, Synthetic LRF, Synthetic decapeptide FSH/LH-RH, Synthetic gonadoliberin	6384
PA164712771	Gonadotropin releasing hormone analogues			
PA164712772	Gonadotropin-releasing hormones			
PA164712773	Gonadotropins			
PA164712774	Gonadotropins And Other Ovulation Stimulants			
PA164747674	goserelin	Goserelin acetate, Goserelin acetate	Zoladex	50610
PA449808	gramicidin d	Neosporin	Neosporin	
PA449809	granisetron	APF530, Granisetron HCl, Granisetron base, Granisetron hydrochloride, Granisetronum [INN-Latin]	Kytril	26237
PA130620649	granulocyte colony-stimulating factor	G-CSF, GCSF		
PA151958355	grapefruit juice			1431224
PA166163437	grazoprevir			
PA449812	grepafloxacin		Raxar	83719
PA449814	griseofulvin	Griseofulvina [INN-Spanish], Griseofulvine [INN-French], Griseofulvinum [INN-Latin]	Amudane, Biogrisin-fp, Curling factor, Delmofulvina, Fulcin, Fulcine, Fulvican grisactin, Fulvicin, Fulvicin P/G, Fulvicin U/F, Fulvicin-P/G, Fulvicin-U/F, Fulvina, Fulvinil, Fulvistatin, Fungivin, Greosin, Gresfeed, Gricin, Grifulin, Grifulvin, Grifulvin V, Gris-PEG, Grisactin, Grisactin Ultra, Griscofulvin, Grisefuline, Griseo, Griseofulvin forte, Griseofulvin-forte, Griseomix, Grisetin, Grisofulvin, Grisovin, Grisovin FP, Grizeofulvin, Grysio, Guservin, Lamoryl, Likuden, Likunden, Murfulvin, Neo-Fulcin, Neocid, Poncyl, Spirofulvin, Sporostatin, Sporostatin xan, Xuanjing	5021
PA449818	guaifenesin	Glycerin guaiacolate, Glycerin monoguaiacol ether, Glycero-guaiacol ether, Glycerol guaiacolate, Glyceryl guaiacol, Glyceryl guaiacol ether, Glyceryl guaiacolate, Glyceryl guaiacolate ether, Glyceryl guaiacyl ether, Glyceryl guaicolate, Glyceryl guiacolate, Guiaphenesin, Metfenossidiolo, Methoxypropanediol, Methphenoxydiol, Metossipropandiolo, o-Methoxyphenyl glyceryl ether	Actifed-C, Aeronesin, Amonidren, Amonidrin, Anti-Tuss, Aresol, Balminil Expectorant, Benylin-E, Breonesin, Bronchol, Calmipan, Calmylin Expectorant, Colrex expectorant, Cortussin, Creson, Diabetic Tussin EX, Dilyn, Dorassin, Equicol, Fenesin, Flartussin, Gaiamar, Gee-Gee, Genatuss, Glycodex, Glycotuss, Glytuss, Gnaifenesin, Guaia-rom, Guaiacol glycerin ether, Guaiacol glycerol ether, Guaiacol glyceryl ether, Guaiacolglicerinetere, Guaiacuran, Guaiacurane, Guaiacyl glyceryl ether, Guaiamar, Guaianesin, Guaicol glycerine ether, Guaicol glyceryl ether, Guaiphenesin, Guaiphenesine, Guaiphesin, Guajacol-glycerinaether, Guajacuran, Guajamar, Guanar, Guayanesin, Guiatuss, Gvaja, Halotussin, Humibid L.A, Humibid Sprinkle, Hustodil, Hustosil, Hytuss, Hytuss-2X, Mintosyl, Miocaina, Miocurin, Miorelax, Mucinex, Mucostop, Muskurelax, Myocain, Myocaine, Myorelax, Myoscain, Myoscaine, Naldecon Senior EX, Neuroton, Neurotone, Oresol, Oreson, Organidin NR, Pneumomist, Propanosedyl, Reduton, Relaxil G, Relaxyl-G, Reorganin, Resil, Respenyl, Respil, Resyl, Ritussin, Robitussin, Scot-tussin Expectorant, Sinumist-SR, Sirotol, Tenntus, Tenntuss, Tolseron, Tolyn, Touro EX, Tulyl, Tulyn, Uni-tussin	5032
PA164774903	guanabenz		GBZ, Guanabenz Acetate, Guanabenz [USAN:INN], Guanabenz, Guanabenzo [INN-Spanish], Guanabenzum [INN-Latin], Wy 8678 base, Wytensin	5033
PA164745308	guanadrel sulfate	Guanadrelum [INN-Latin]	Guanadrel, Hylorel	91239
PA449823	guanethidine	Guanethidine Monosulfate, Guanethidine Sulphae	Abapresin, Apo-Guanethidine, Eutensol, Ismelin, Oktadin	5036
PA449825	guanfacine	Guanfacina [INN-Spanish], Guanfacine HCl, Guanfacine Hydrochloride, Guanfacinum [INN-Latin], SPD 503, guanfacine	Estulic, Intuniv, Tenex	40114
PA164781028	guanidine	Aminomethanamidine, Carbamamidine, Carbamidine, Guanidin, Guanidine Hydrochloride, Guanidinium Chloride, Guanidinium Sulfate, Imidourea, Iminourea	Guanidine hydrochloride	50675
PA164712775	Guanidine derivatives			
PA164712777	Guanidine derivatives and diuretics			
PA166347521	gumarontinib	"""6-(1-methylpyrazol-4-yl)-1-[6-(1-methylpyrazol-4-yl)imidazo[1,2-a]pyridin-3-yl]sulfonylpyrazolo[4,3-b]pyridine"", ""glumetinib"""		
PA164712778	Gynecological Antiinfectives And Antiseptics			
PA164712779	H2-receptor antagonists			
PA164746526	halazepam	Halazepamum [INN-Latin]	Pacinone, Paxipam	26412
PA164768832	halobetasol propionate		Halobetasol, Ulobetasol Propionate, Ultravate	45318
PA449839	halofantrine	Halofantrina [INN-Spanish], Halofantrine [Usan], Halofantrinum [INN-Latin]	Halfan	50749
PA164712782	Halogenated hydrocarbons			
PA449841	haloperidol		ALDO, Aloperidin, Aloperidol, Aloperidolo, Aloperidon, Apo-Haloperidol, Bioperidolo, Brotopon, Dozic, Dozix, Einalon S, Eukystol, Galoperidol, Haldol, Haldol Decanoate, Haldol La, Haldol Solutab, Halidol, Halojust, Halol, Halopal, Haloperido, Haloperidol Decanoate, Haloperidol Intensol, Haloperidol Lactate, Halopidol, Halopoidol, Halosten, Keselan, Lealgin Compositum, Linton, Mixidol, Novo-Peridol, Pekuces, Peluces, Peridol, Pernox, Pms Haloperidol, Serenace, Serenase, Serenelfi, Sernas, Sernel, Sigaperidol, Ulcolind, Uliolind, Vesalium	5093
PA164768737	haloprogin		Aloprogen, Haloprogin [USAN:INN:JAN], Haloprogina [INN-Spanish], Haloprogine [INN-French], Haloproginum [INN-Latin], Halotex, Mycanden, Mycilan, Polik	26422
PA449845	halothane	"""2-bromo-2-chloro-1,1,1-trifluoroethane"", ""Alotano [Dcit]"", ""Bromchlortrifluoraethanum"", ""Bromochlorotrifluoroethane"", ""Cf3chclbr"", ""Fluorotane"", ""Fluorothane"", ""Freon 123b1"", ""Ftorotan [Russian]"", ""Ftuorotan"", ""Halotano [INN-Spanish]"", ""Halothan"", ""Halothanum [INN-Latin]"", ""Narcotann Ne-Spofa [Russian]"""	Anestan, Chalothane, Fluktan, Fluothane, Halan, Halotan, Halothane, Halsan, Narcotan, Narcotane, Narkotan, Phthorothanum, Rhodialothan	5095
PA164712783	Hemodialytics And Hemofiltrates			
PA164712784	Hemodialytics, concentrates			
PA164712785	Hemofiltrates			
PA10339	hemophilus influenzae b vaccines			
PA449855	heparin	Alpha-Heparin, Heparin sodium, Heparin sodium preservative Free, Heparin sodium salt, Heparin sulfate, Heparinate, Heparinic acid, Low molecular weight heparin sodium, Sodium heparin, heparin	Ariven, Arteven, Bemiparin, Calcilean, Calciparine, Certoparin, Clexane, Clivarin, Clivarine, Dalteparin, Depo-Heparin, Eparina [DCIT], Fluxum, Fragmin A, Fragmin B, Fraxiparin, Hed-Heparin, Hepalean, Heparin Cy 216, Heparin Leo, Heparin Lock Flush, Hepathrom, Leparan, Lipo-Hepin, Liquaemin, Liquaemin Sodium, Liquemin, Multiparin, Novoheparin, Pabyrin, Parnaparin, Parvoparin, Pularin, Reviparin, Sandoparin, Sublingula, Thromboliquine, Vetren, Vitrum AB, ardeparin, enoxaparin	5224
PA164712786	Heparin group			
PA164712787	Heparins or heparinoids for topical use			
PA164712788	Hepatic And Reticulo Endothelial System			
PA164712789	Hepatitis vaccines			
PA164783812	heptabarbital	heptabarb, heptabarbitone, heptabarbum, heptadorm, heptamal, heptamalum, heptbarbital, medapan, medomine		
PA166305964	HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors	ERBB2 inhibitors, anti-ERBB2 antibodies, anti-HER2 antibodies		
PA452619	heroin	Smack, diacetylmorphine, diamorphine		3304
PA164742902	hesperetin	Cyanidanon 4'-Methyl Ether 1626, Hesperitin, YSO2	Hesperin	
PA449867	hesperidin			5281
PA164746559	hetacillin		Hetacillin potassium, Versapen, Versapen-k	26797
PA449871	hexachlorophene		"""AT-7"", ""Acigena"", ""Almederm"", ""Bilevon"", ""Bivelon"", ""Compound G-11"", ""Cotofilm"", ""Dermadex"", ""Dial"", ""Distodin"", ""E-Z Scrub"", ""Eleven"", ""Exofene"", ""Fascol"", ""Fesia-Sin"", ""Fomac"", ""Fostril"", ""G-Eleven"", ""G-II"", ""Gamophen"", ""Gamophene"", ""Germa-Medica"", ""HCP"", ""Hexa-Germ"", ""Hexabalm"", ""Hexachlorofen"", ""Hexachlorophane"", ""Hexachlorophen"", ""Hexachlorophene, Pharma"", ""Hexafen"", ""Hexascrub"", ""Hexazinone"", ""Hexide"", ""Hexophene"", ""Hexosan"", ""Isobac"", ""Isobac 20"", ""Nabac"", ""Nabac 25 Ec"", ""Neosept V"", ""Phiso-Scrub"", ""Phisodan"", ""Phisohex"", ""Pre-Op"", ""Rcra Waste Number U132"", ""Ritosept"", ""Scrubteam Surgical Spongebrush"", ""Septi-Soft"", ""Septisol"", ""Septofen"", ""Soy-Dome"", ""Ster-Zac"", ""Steral"", ""Steraskin"", ""Surgi-Cen"", ""Surgi-Cin"", ""Surofene"", ""Tersaseptic"", ""Trichlorophene"", ""Turgex"""	5293
PA164743020	hexafluronium bromide	Hexafluorenium, Hexafluorenium bromide, hexafluronium bromide	Milaxen, Mylaxen	
PA449875	hexobarbital	"""5-(1-cyclohexen-1-yl)-1,5-dimethylbarbituric acid"", ""Hexobarbitone"", ""Methexenyl"", ""Methylhexabital"""	Barbidorm, Citopan, Cyclopal, Cyclopan, Evipal, Evipan, Noctivane, Sombucaps, Sombulex, Somnalert	5302
PA142899133	hexoprenaline			5307
PA164746489	hexylcaine		Cyclaine, Hexilcaina [INN-Spanish], Hexylcaine hydrochloride, Hexylcainum [INN-Latin], Osmocaine	26879
PA164712790	High-ceiling Diuretics			
PA164712791	High-ceiling diuretics and potassium-sparing agents			
PA166177229	highly active antiretroviral therapy (haart)			
PA449880	histamine phosphate			26925
PA133950441	hmg coa reductase inhibitors	statin, statins		
PA164712780	HMG CoA reductase inhibitors in combination with other lipid modifying agents			
PA164712781	HMG CoA reductase inhibitors, other combinations			
PA164749405	homatropine methylbromide		"""Arkitropin"", ""Camatropine"", ""DL-Homatropine methyl bromide"", ""DL-Methylbromide"", ""Esopin"", ""Homapin"", ""Homatromide"", ""Homatropine methyl bromide"", ""Humulon lead salt"", ""Hycodan, probilagol"", ""Malcotran"", ""Mesopin"", ""Methyl Bromide Homatropine"", ""Methylhomatropine"", ""Methylhomatropine bromide"", ""Novatrin"", ""Novatrine"", ""Novatropine"", ""Npvatropine"", ""Sed-tems"", ""Sethyl"", ""Tropinium methobromide mandelate"""	27085
PA452637	hormonal contraceptives for systemic use			
PA164712792	Hormone Antagonists And Related Agents			
PA164712793	Hormones And Related Agents			
PA166222881	human C1 esterase inhibitor		Berinert, Cinryze, Haegarda	809868, 867378
PA166305884	Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors	ERBB2 inhibitors, HER2 inhibitors		
PA165958431	hyaluronan	hyaluronate, hyaluronic acid, hyaluronic acid sodium salt, sodium hyaluronate	AMO Vitrax, AMVISIC Plus, Cystistar, Euflexxa, Gonilert, Hyalart, Hyalgan, Hylo-Comod, Legend, Monovisc, Recosyn, Synvisc, Viscure, Yardel	258347
PA164745713	hyaluronidase	Hyal-1, Hyaluronidase 1 precursor, Hyaluronidase PH-20, Sperm adhesion molecule 1, Sperm surface protein PH-20, hyaluronidase	Vitragan, Vitrase, Vitrase	5464
PA10387	hydantoin derivatives			
PA449894	hydralazine	Hydralazine hydrochloride	Apresoline	5470
PA166176017	hydralazine / isosorbide dinitrate			608424
PA164712794	Hydrazides			
PA164712795	Hydrazinophthalazine derivatives			
PA164712796	Hydrazinophthalazine derivatives and diuretics			
PA449899	hydrochlorothiazide	Dihydrochlorothiazid, Dihydrochlorothiazide, Dihydrochlorothiazidum, Dihydrochlorurit, Dihydrochlorurite, Dihydroxychlorothiazidum, HCT, HCTZ, HCZ, Hydrochlorothiazid, Hydrochlorthiazide	Acuretic, Aldoril, Apresazide, Aquarills, Aquarius, Bremil, Caplaril, Capozide, Chlorosulthiadil, Chlorzide, Cidrex, Dichlorosal, Dichlorotride, Dichlotiazid, Dichlotride, Diclotride, Dicyclotride, Direma, Disalunil, Diu-Melusin, Drenol, Esidrex, Esimil, Fluvin, Hidril, Hidrochlortiazid, Hidroronol, Hidrotiazida, Hydril, Hydro-Aquil, Hydro-Diuril, HydroDIURIL, Hydrodiuretic, Hydropres, Hydrosaluric, Hydrothide, Hydrozide, Hypothiazid, Hypothiazide, Idrotiazide, Ivaugan, Jen-Diril, Lotensin Hct, Maschitt, Megadiuril, Microzide, Moduretic, Nefrix, Neo-Codema, Neoflumen, Newtolide, Panurin, Ro-Hydrazide, Servithiazid, Thiaretic, Thiuretic, Thlaretic, Timolide, Urodiazin, Vetidrex, Ziac	5487
PA449900	hydrocodone	Dihydrocodeinone, Hidrocodona [INN-Spanish], Hydrocodon, Hydrocodonum [INN-Latin], Hydrocone, Hydroconum, Idrocodone [Dcit]	Bekadid, Codinovo, Dico, Dicodid, Multacodin	5489
PA165290925	hydrocodone / acetominophen		vicodin	128793
PA164745515	hydrocortamate		Hydrocortamate Hydrochloride, Magnacort, Ulcort	
